name,league,age,height,position,erfolge,caps,goalsCap,follower,club,contractYear,country,appearances,goals_nilnilgames,assists_conceded,minuted,price
Diego Falcinelli,2,30,1.86,3,0.6524036289061143,0.0,0.0,27.22182239319016,1,0.5397260273972603,1,7.272540897341713,7.272540897341713,7.272540897341713,25.786,2.0
Daniel James,0,24,1.7,3,0.5,35.68556253534439,18.799245504589315,35.70079996971537,1,4.542465753424658,1,30.325950111836917,30.325950111836917,30.325950111836917,1.243,18.0
Alex Kral,0,23,1.87,2,0.7199940750746285,35.68556253534439,11.526704607247604,28.48908156400888,1,0.5397260273972603,1,24.15885792809679,24.15885792809679,24.15885792809679,401.0,10.0
Thuler,4,22,1.85,1,0.7788957599217969,0.0,0.0,34.10119101481255,1,0.5397260273972603,2,4.25416370990589,4.25416370990589,4.25416370990589,543.0,1.5
Gianluca Schäfer,3,18,1.78,3,0.5,0.0,0.0,26.924221539458067,1,0.5397260273972603,1,-19.904694218190897,-19.904694218190897,-19.904694218190897,280.0,0.15
Adam Webster,0,26,1.9,1,0.5,18.799245504589315,0.0,24.736885556655682,1,4.542465753424658,0,30.325950111836917,30.325950111836917,30.325950111836917,601.0,18.0
Joel Ward,0,32,1.86,1,0.5,0.0,0.0,25.98243809894881,1,1.5397260273972602,0,9.61377613341336,9.61377613341336,9.61377613341336,1.35,2.5
Álex Blanco,1,22,1.75,3,0.5780590717299579,0.0,0.0,24.574176146514656,1,0.5397260273972603,1,4.25416370990589,4.25416370990589,4.25416370990589,0.0,1.5
Kalifa Coulibaly,4,30,1.97,3,0.5,34.58011382174281,18.799245504589315,25.544788862901243,1,0.5397260273972603,4,7.272540897341713,7.272540897341713,7.272540897341713,335.0,2.0
Julien Laporte,4,28,1.85,1,0.5,0.0,0.0,20.87428053718316,1,1.5397260273972602,1,9.61377613341336,9.61377613341336,9.61377613341336,1.395,2.5
Charles Traoré,4,29,1.8,1,0.5,26.071786401931032,0.0,25.296336437361756,1,1.5397260273972602,4,7.272540897341713,7.272540897341713,7.272540897341713,580.0,2.0
Riccardo Saponara,2,29,1.84,2,0.5,32.89778932708371,14.545081794683426,29.24897784995127,1,0.5397260273972603,1,5.567382751260866,5.567382751260866,5.567382751260866,636.0,1.7
Emanuel Vignato,2,21,1.75,3,0.5,16.886317030755073,7.272540897341713,24.739600733474358,1,2.5424657534246577,1,18.799245504589315,18.799245504589315,18.799245504589315,400.0,6.0
Craig Cathcart,0,32,1.89,1,0.5,43.30213617808968,11.526704607247604,29.582105872003417,1,1.5397260273972602,4,4.25416370990589,4.25416370990589,4.25416370990589,1.106,1.5
Rúben Neves,0,24,1.8,2,0.5780590717299579,34.58011382174281,0.0,32.19020583452078,1,2.5424657534246577,1,39.2158489886068,39.2158489886068,39.2158489886068,1.172,42.0
Portu,1,29,1.67,3,0.5780590717299579,0.0,0.0,27.202264418400873,1,2.5424657534246577,1,31.4313988254385,31.4313988254385,31.4313988254385,1.019,20.0
Gianluca Mancini,2,25,1.9,1,0.5,20.416603484017482,0.0,30.280844044706217,1,2.5424657534246577,1,35.68556253534439,35.68556253534439,35.68556253534439,1.873,30.0
Marc Roca,3,25,1.84,2,0.7199940750746285,21.81762269202514,11.526704607247604,29.627831883557068,0,3.5424657534246577,1,21.81762269202514,21.81762269202514,21.81762269202514,23.0,8.0
Joe Rodon,0,24,1.93,1,0.5,32.89778932708371,0.0,28.773817338364797,0,3.5424657534246577,1,24.15885792809679,24.15885792809679,24.15885792809679,403.0,10.0
Daichi Kamada,3,25,1.84,2,0.5780590717299579,29.726240679357655,16.886317030755073,26.96985858059919,1,1.5397260273972602,4,33.772634061510146,33.772634061510146,33.772634061510146,1.395,25.0
Edin Dzeko,2,35,1.93,3,0.9776369617406289,50.14284416337514,43.1315298388176,33.12353840164249,0,1.5397260273972602,1,14.545081794683426,14.545081794683426,14.545081794683426,1.451,4.0
Jan Schröder,3,18,1.82,1,0.5,11.526704607247604,0.0,26.924221539458067,1,1.5397260273972602,1,-16.886317030755073,-16.886317030755073,-16.886317030755073,810.0,0.2
Filippo Tripi,2,19,1.8,2,0.5,0.0,0.0,23.036485432797097,1,2.5424657534246577,1,-12.632153320849184,-12.632153320849184,-12.632153320849184,630.0,0.3
Rafael Tolói,2,31,1.85,1,0.7199940750746285,23.053409214495208,0.0,30.108222261366606,1,1.5397260273972602,1,28.413021638002675,28.413021638002675,28.413021638002675,1.029,15.0
